OrderID,ProductCategory,Supplier,Region,OrderValue,MarketingChannel,ReturnStatus,ReturnReason,OrderDate
ORD100713,Home & Kitchen,Supplier C,West,396.6,Social Media,Not Returned,,14-12-2025
ORD100714,Home & Kitchen,Supplier A,North,228.75,Organic,Not Returned,,15-12-2025
ORD100715,Books,Supplier C,North,401.21,Email,Returned,,16-12-2025
ORD100716,Electronics,Supplier D,South,412.99,Ads,Not Returned,Late Delivery,17-12-2025
ORD100717,Clothing,Supplier D,East,430.21,Social Media,Not Returned,,18-12-2025
ORD100718,Electronics,Supplier B,South,459.15,Email,Not Returned,,19-12-2025
ORD100719,Electronics,Supplier C,South,221.18,Ads,Returned,Damaged,20-12-2025
ORD100720,Toys,Supplier C,North,166.24,Social Media,Not Returned,Other,21-12-2025
ORD100721,Electronics,Supplier A,West,295.28,Social Media,Not Returned,,22-12-2025
ORD100722,Beauty,Supplier B,West,191.87,Ads,Not Returned,,23-12-2025
ORD100723,Toys,Supplier C,North,304.53,Ads,Not Returned,,24-12-2025
ORD100724,Toys,Supplier B,West,355.74,Organic,Not Returned,Late Delivery,25-12-2025
ORD100725,Home & Kitchen,Supplier D,South,347.32,Email,Not Returned,,26-12-2025
ORD100726,Electronics,Supplier C,East,193.53,Email,Not Returned,,27-12-2025
ORD100727,Home & Kitchen,Supplier C,North,91.76,Organic,Not Returned,Wrong Item,28-12-2025
ORD100728,Books,Supplier B,East,220.96,Social Media,Not Returned,,29-12-2025
ORD100729,Clothing,Supplier C,West,79.87,Ads,Not Returned,Other,30-12-2025
ORD100730,Toys,Supplier B,East,446.15,Ads,Not Returned,,31-12-2025
ORD100731,Books,Supplier C,West,179.48,Ads,Not Returned,Late Delivery,01-01-2026
ORD100732,Books,Supplier A,West,85.69,Social Media,Returned,Other,02-01-2026
ORD100733,Beauty,Supplier B,South,22.47,Ads,Not Returned,,03-01-2026
ORD100734,Clothing,Supplier C,West,326.45,Ads,Not Returned,Other,04-01-2026
ORD100735,Books,Supplier D,South,322.08,Organic,Not Returned,,05-01-2026
ORD100736,Books,Supplier C,South,176.9,Social Media,Not Returned,Other,06-01-2026
ORD100737,Clothing,Supplier D,South,45.14,Email,Not Returned,,07-01-2026
ORD100738,Clothing,Supplier D,North,210.72,Organic,Not Returned,Late Delivery,08-01-2026
ORD100739,Books,Supplier A,North,162.5,Organic,Not Returned,,09-01-2026
ORD100740,Clothing,Supplier B,West,341.79,Email,Not Returned,,10-01-2026
ORD100741,Books,Supplier C,South,306.83,Organic,Not Returned,Damaged,11-01-2026
ORD100742,Books,Supplier A,North,188.65,Social Media,Not Returned,,12-01-2026
ORD100743,Beauty,Supplier C,South,116.77,Ads,Not Returned,Changed Mind,13-01-2026
ORD100744,Electronics,Supplier D,East,494.14,Social Media,Not Returned,,14-01-2026
ORD100745,Books,Supplier B,East,232.46,Email,Not Returned,,15-01-2026
ORD100746,Home & Kitchen,Supplier C,East,347.25,Email,Returned,,16-01-2026
ORD100747,Toys,Supplier C,West,78.87,Organic,Not Returned,,17-01-2026
ORD100748,Electronics,Supplier D,South,247.94,Social Media,Returned,,18-01-2026
ORD100749,Electronics,Supplier C,East,23.49,Social Media,Not Returned,Changed Mind,19-01-2026
ORD100750,Electronics,Supplier C,North,257.67,Email,Not Returned,Wrong Item,20-01-2026
ORD100751,Beauty,Supplier D,East,482.37,Social Media,Not Returned,,21-01-2026
ORD100752,Books,Supplier A,East,198.26,Email,Not Returned,,22-01-2026
ORD100753,Beauty,Supplier D,East,29.11,Social Media,Not Returned,,23-01-2026
ORD100754,Books,Supplier A,West,25.17,Social Media,Not Returned,,24-01-2026
ORD100755,Beauty,Supplier B,North,200.11,Social Media,Not Returned,,25-01-2026
ORD100756,Beauty,Supplier A,South,88.41,Email,Not Returned,,26-01-2026
ORD100757,Toys,Supplier A,North,21.44,Organic,Not Returned,,27-01-2026
ORD100758,Home & Kitchen,Supplier B,South,380.54,Social Media,Not Returned,,28-01-2026
ORD100759,Beauty,Supplier A,West,234.68,Email,Not Returned,,29-01-2026
ORD100760,Toys,Supplier D,West,151.73,Email,Not Returned,Other,30-01-2026
ORD100761,Clothing,Supplier A,West,451.04,Social Media,Returned,,31-01-2026
ORD100762,Home & Kitchen,Supplier B,West,66.91,Social Media,Not Returned,,01-02-2026
ORD100763,Beauty,Supplier D,South,478.4,Organic,Not Returned,Wrong Item,02-02-2026
ORD100764,Electronics,Supplier B,East,163.84,Email,Not Returned,,03-02-2026
ORD100765,Clothing,Supplier B,South,445.32,Email,Returned,,04-02-2026
ORD100766,Clothing,Supplier C,North,305.44,Ads,Not Returned,,05-02-2026
ORD100767,Toys,Supplier C,West,415.09,Email,Returned,,06-02-2026
ORD100768,Clothing,Supplier B,West,492.17,Organic,Not Returned,,07-02-2026
ORD100769,Home & Kitchen,Supplier B,North,151.32,Ads,Returned,,08-02-2026
ORD100770,Beauty,Supplier B,South,480.96,Ads,Not Returned,,09-02-2026
ORD100771,Beauty,Supplier C,East,200.85,Ads,Not Returned,,10-02-2026
ORD100772,Electronics,Supplier C,East,198.9,Social Media,Not Returned,,11-02-2026
ORD100773,Toys,Supplier A,North,176.79,Social Media,Returned,,12-02-2026
ORD100774,Electronics,Supplier A,East,275.29,Email,Returned,,13-02-2026
ORD100775,Clothing,Supplier B,South,85.53,Ads,Not Returned,,14-02-2026
ORD100776,Electronics,Supplier D,South,281.32,Organic,Not Returned,,15-02-2026
ORD100777,Home & Kitchen,Supplier D,North,275.44,Social Media,Not Returned,,16-02-2026
ORD100778,Beauty,Supplier C,South,383.33,Organic,Returned,,17-02-2026
ORD100779,Clothing,Supplier C,West,418.49,Organic,Not Returned,,18-02-2026
ORD100780,Electronics,Supplier C,North,225.82,Social Media,Returned,,19-02-2026
ORD100781,Toys,Supplier B,South,158.14,Social Media,Returned,,20-02-2026
ORD100782,Home & Kitchen,Supplier D,North,137.07,Social Media,Not Returned,,21-02-2026
ORD100783,Home & Kitchen,Supplier A,East,105.37,Social Media,Not Returned,,22-02-2026
ORD100784,Electronics,Supplier B,South,38.25,Ads,Returned,,23-02-2026
ORD100785,Beauty,Supplier A,West,177.8,Ads,Returned,,24-02-2026
ORD100786,Electronics,Supplier A,South,142.42,Ads,Returned,,25-02-2026
ORD100787,Clothing,Supplier B,North,483.54,Ads,Not Returned,Changed Mind,26-02-2026
ORD100788,Electronics,Supplier A,North,283.28,Email,Not Returned,,27-02-2026
ORD100789,Home & Kitchen,Supplier D,South,180.17,Ads,Returned,,28-02-2026
ORD100790,Electronics,Supplier A,West,294.43,Social Media,Returned,,01-03-2026
ORD100791,Beauty,Supplier D,West,78.21,Organic,Not Returned,,02-03-2026
ORD100792,Toys,Supplier D,West,227.58,Ads,Not Returned,,03-03-2026
ORD100793,Books,Supplier D,North,316.85,Email,Not Returned,,04-03-2026
ORD100794,Electronics,Supplier C,South,249.56,Social Media,Returned,Damaged,05-03-2026
ORD100795,Beauty,Supplier A,East,206.87,Organic,Returned,,06-03-2026
ORD100796,Beauty,Supplier B,North,496.99,Organic,Not Returned,,07-03-2026
ORD100797,Toys,Supplier B,West,441.35,Ads,Not Returned,Changed Mind,08-03-2026
ORD100798,Home & Kitchen,Supplier A,South,315.47,Organic,Returned,,09-03-2026
ORD100799,Beauty,Supplier C,West,288.99,Ads,Not Returned,,10-03-2026
ORD100800,Beauty,Supplier C,East,314.12,Ads,Returned,,11-03-2026
ORD100801,Beauty,Supplier D,West,108.64,Social Media,Not Returned,Damaged,12-03-2026
ORD100802,Beauty,Supplier A,West,203.62,Social Media,Not Returned,,13-03-2026
ORD100803,Clothing,Supplier A,East,29.34,Email,Returned,,14-03-2026
ORD100804,Clothing,Supplier B,South,243.02,Social Media,Not Returned,,15-03-2026
ORD100805,Home & Kitchen,Supplier A,North,276.08,Social Media,Not Returned,,16-03-2026
ORD100806,Electronics,Supplier C,South,121.6,Ads,Not Returned,,17-03-2026
ORD100807,Beauty,Supplier A,East,482.37,Social Media,Not Returned,,18-03-2026
ORD100808,Toys,Supplier B,West,455.63,Ads,Not Returned,,19-03-2026
ORD100809,Electronics,Supplier D,South,363.85,Ads,Not Returned,,20-03-2026
ORD100810,Toys,Supplier B,North,271.36,Social Media,Not Returned,,21-03-2026
ORD100811,Electronics,Supplier B,East,436.28,Email,Not Returned,,22-03-2026
ORD100812,Home & Kitchen,Supplier D,South,74.02,Email,Not Returned,Late Delivery,23-03-2026
ORD100813,Beauty,Supplier B,North,397.35,Organic,Not Returned,Late Delivery,24-03-2026
ORD100814,Beauty,Supplier B,East,71.16,Organic,Returned,Changed Mind,25-03-2026
ORD100815,Books,Supplier A,North,399.16,Social Media,Not Returned,Damaged,26-03-2026
ORD100816,Toys,Supplier A,East,145.13,Email,Not Returned,,27-03-2026
ORD100817,Electronics,Supplier D,West,439.77,Ads,Not Returned,Other,28-03-2026
ORD100818,Electronics,Supplier A,South,472.58,Organic,Returned,,29-03-2026
ORD100819,Clothing,Supplier A,North,82.91,Ads,Returned,,30-03-2026
ORD100820,Books,Supplier B,East,236.71,Organic,Not Returned,,31-03-2026
ORD100821,Clothing,Supplier C,North,490.68,Social Media,Not Returned,Late Delivery,01-04-2026
ORD100822,Clothing,Supplier A,North,246.87,Email,Returned,,02-04-2026
ORD100823,Clothing,Supplier C,South,433.14,Organic,Not Returned,,03-04-2026
ORD100824,Toys,Supplier A,West,298.48,Email,Not Returned,,04-04-2026
ORD100825,Toys,Supplier A,North,193.91,Ads,Not Returned,,05-04-2026
ORD100826,Home & Kitchen,Supplier D,East,150.03,Social Media,Returned,,06-04-2026
ORD100827,Home & Kitchen,Supplier D,East,109.58,Email,Returned,,07-04-2026
ORD100828,Clothing,Supplier D,West,383.28,Social Media,Not Returned,,08-04-2026
ORD100829,Books,Supplier C,East,199.4,Email,Returned,,09-04-2026
ORD100830,Electronics,Supplier B,West,260.52,Ads,Not Returned,Damaged,10-04-2026
ORD100831,Toys,Supplier A,East,251.24,Ads,Not Returned,,11-04-2026
ORD100832,Books,Supplier A,South,292.87,Social Media,Not Returned,Other,12-04-2026
ORD100833,Beauty,Supplier A,North,434.13,Ads,Not Returned,,13-04-2026
ORD100834,Toys,Supplier C,South,490.56,Organic,Not Returned,,14-04-2026
ORD100835,Toys,Supplier D,North,209.72,Email,Returned,,15-04-2026
ORD100836,Home & Kitchen,Supplier B,North,415.48,Ads,Not Returned,,16-04-2026
ORD100837,Electronics,Supplier C,North,384.62,Organic,Not Returned,,17-04-2026
ORD100838,Electronics,Supplier D,South,291.03,Social Media,Not Returned,,18-04-2026
ORD100839,Beauty,Supplier C,North,478.46,Organic,Returned,,19-04-2026
ORD100840,Beauty,Supplier B,South,108.23,Social Media,Returned,,20-04-2026
ORD100841,Toys,Supplier D,West,63.54,Social Media,Not Returned,Changed Mind,21-04-2026
ORD100842,Clothing,Supplier C,East,428.44,Email,Not Returned,,22-04-2026
ORD100843,Home & Kitchen,Supplier B,East,225.18,Email,Not Returned,,23-04-2026
ORD100844,Home & Kitchen,Supplier A,North,425.01,Organic,Not Returned,Wrong Item,24-04-2026
ORD100845,Toys,Supplier B,South,447.61,Email,Returned,,25-04-2026
ORD100846,Books,Supplier A,East,40.6,Email,Returned,Other,26-04-2026
ORD100847,Clothing,Supplier C,South,442.9,Email,Not Returned,,27-04-2026
ORD100848,Toys,Supplier D,South,229.68,Organic,Not Returned,,28-04-2026
ORD100849,Clothing,Supplier D,North,260.11,Ads,Returned,,29-04-2026
ORD100850,Clothing,Supplier C,East,317.03,Email,Not Returned,Wrong Item,30-04-2026
ORD100851,Clothing,Supplier D,North,463.93,Email,Not Returned,Damaged,01-05-2026
ORD100852,Toys,Supplier D,North,19.37,Organic,Not Returned,Other,02-05-2026
ORD100853,Home & Kitchen,Supplier A,East,243.65,Ads,Not Returned,,03-05-2026
ORD100854,Home & Kitchen,Supplier C,East,346.98,Email,Not Returned,,04-05-2026
ORD100855,Clothing,Supplier B,West,364.13,Social Media,Returned,,05-05-2026
ORD100856,Books,Supplier A,West,349.34,Organic,Not Returned,,06-05-2026
ORD100857,Electronics,Supplier C,South,75.87,Email,Returned,,07-05-2026
ORD100858,Toys,Supplier A,East,156.7,Email,Not Returned,,08-05-2026
ORD100859,Electronics,Supplier B,West,185.77,Social Media,Not Returned,,09-05-2026
ORD100860,Books,Supplier B,South,404.17,Social Media,Not Returned,,10-05-2026
ORD100861,Toys,Supplier C,South,146.59,Organic,Not Returned,,11-05-2026
ORD100862,Clothing,Supplier B,South,113.25,Organic,Not Returned,,12-05-2026
ORD100863,Home & Kitchen,Supplier A,West,479.15,Social Media,Returned,Wrong Item,13-05-2026
ORD100864,Electronics,Supplier B,East,14.34,Organic,Not Returned,,14-05-2026
ORD100865,Beauty,Supplier A,North,498.93,Social Media,Not Returned,Changed Mind,15-05-2026
ORD100866,Beauty,Supplier A,South,341.64,Email,Not Returned,,16-05-2026
ORD100867,Books,Supplier B,West,415.95,Social Media,Not Returned,,17-05-2026
ORD100868,Clothing,Supplier C,West,154.36,Social Media,Returned,,18-05-2026
ORD100869,Electronics,Supplier D,North,17.01,Ads,Not Returned,,19-05-2026
ORD100870,Clothing,Supplier B,North,371.56,Social Media,Returned,Damaged,20-05-2026
ORD100871,Electronics,Supplier A,West,418.73,Social Media,Not Returned,,21-05-2026
ORD100872,Books,Supplier A,East,372.83,Ads,Not Returned,,22-05-2026
ORD100873,Books,Supplier B,North,80,Organic,Not Returned,,23-05-2026
ORD100874,Beauty,Supplier C,West,379.18,Ads,Not Returned,,24-05-2026
ORD100875,Clothing,Supplier C,North,386.77,Email,Not Returned,,25-05-2026
ORD100876,Toys,Supplier A,East,332.68,Ads,Not Returned,,26-05-2026
ORD100877,Beauty,Supplier A,South,385.4,Email,Not Returned,,27-05-2026
ORD100878,Clothing,Supplier C,North,424.5,Organic,Not Returned,Late Delivery,28-05-2026
ORD100879,Beauty,Supplier D,East,310.67,Ads,Not Returned,,29-05-2026
ORD100880,Toys,Supplier B,West,53.42,Ads,Not Returned,,30-05-2026
ORD100881,Home & Kitchen,Supplier A,North,248.94,Organic,Not Returned,,31-05-2026
ORD100882,Home & Kitchen,Supplier A,North,48.05,Email,Not Returned,,01-06-2026
ORD100883,Home & Kitchen,Supplier C,West,209.7,Ads,Not Returned,,02-06-2026
ORD100884,Home & Kitchen,Supplier B,South,209.48,Email,Not Returned,,03-06-2026
ORD100885,Electronics,Supplier C,West,42.34,Ads,Returned,,04-06-2026
ORD100886,Home & Kitchen,Supplier B,North,180.92,Social Media,Not Returned,Damaged,05-06-2026
ORD100887,Toys,Supplier B,West,64.39,Ads,Not Returned,,06-06-2026
ORD100888,Books,Supplier B,East,406.04,Organic,Not Returned,Changed Mind,07-06-2026
ORD100889,Books,Supplier A,West,474.37,Organic,Not Returned,Wrong Item,08-06-2026
ORD100890,Electronics,Supplier D,North,45.44,Email,Not Returned,,09-06-2026
ORD100891,Home & Kitchen,Supplier C,West,478.01,Ads,Returned,,10-06-2026
ORD100892,Home & Kitchen,Supplier D,South,266.06,Email,Not Returned,,11-06-2026
ORD100893,Home & Kitchen,Supplier C,West,156.79,Email,Returned,,12-06-2026
ORD100894,Beauty,Supplier B,South,47.66,Social Media,Not Returned,,13-06-2026
ORD100895,Clothing,Supplier A,East,255.31,Social Media,Not Returned,,14-06-2026
ORD100896,Beauty,Supplier D,South,399.31,Organic,Not Returned,,15-06-2026
ORD100897,Clothing,Supplier A,West,356.47,Email,Returned,,16-06-2026
ORD100898,Home & Kitchen,Supplier C,North,34.61,Organic,Not Returned,,17-06-2026
ORD100899,Home & Kitchen,Supplier A,South,45.72,Ads,Not Returned,,18-06-2026
ORD100900,Beauty,Supplier A,East,207.41,Email,Not Returned,,19-06-2026
ORD100901,Beauty,Supplier D,South,154.69,Email,Returned,Wrong Item,20-06-2026
ORD100902,Clothing,Supplier B,South,123.87,Ads,Returned,,21-06-2026
ORD100903,Books,Supplier A,South,147.69,Ads,Not Returned,,22-06-2026
ORD100904,Clothing,Supplier B,East,403.71,Organic,Not Returned,,23-06-2026
ORD100905,Beauty,Supplier C,West,465.32,Organic,Not Returned,Changed Mind,24-06-2026
ORD100906,Toys,Supplier A,South,208.5,Ads,Not Returned,,25-06-2026
ORD100907,Beauty,Supplier D,South,453.99,Organic,Not Returned,,26-06-2026
ORD100908,Toys,Supplier C,North,167.53,Ads,Not Returned,,27-06-2026
ORD100909,Electronics,Supplier C,East,243.45,Email,Not Returned,Changed Mind,28-06-2026
ORD100910,Beauty,Supplier D,South,120.75,Email,Not Returned,,29-06-2026
ORD100911,Electronics,Supplier A,East,323.83,Social Media,Not Returned,,30-06-2026
ORD100912,Books,Supplier A,South,489.7,Email,Not Returned,,01-07-2026
ORD100913,Clothing,Supplier C,West,305.71,Ads,Not Returned,Damaged,02-07-2026
ORD100914,Toys,Supplier A,West,185.33,Organic,Not Returned,,03-07-2026
ORD100915,Clothing,Supplier B,South,327.43,Social Media,Returned,,04-07-2026
ORD100916,Electronics,Supplier D,West,70.23,Organic,Not Returned,Wrong Item,05-07-2026
ORD100917,Toys,Supplier B,South,445.44,Ads,Returned,Wrong Item,06-07-2026
ORD100918,Clothing,Supplier A,West,256.51,Email,Not Returned,,07-07-2026
ORD100919,Beauty,Supplier C,North,230.18,Social Media,Not Returned,Late Delivery,08-07-2026
ORD100920,Home & Kitchen,Supplier D,North,297.07,Ads,Returned,Other,09-07-2026
ORD100921,Electronics,Supplier A,North,316.14,Social Media,Returned,,10-07-2026
ORD100922,Clothing,Supplier A,East,45.17,Social Media,Returned,,11-07-2026
ORD100923,Electronics,Supplier C,East,344.48,Email,Not Returned,Damaged,12-07-2026
ORD100924,Electronics,Supplier C,North,128.55,Ads,Not Returned,,13-07-2026
ORD100925,Toys,Supplier B,East,359.84,Organic,Returned,Damaged,14-07-2026
ORD100926,Toys,Supplier D,West,413.04,Social Media,Not Returned,Changed Mind,15-07-2026
ORD100927,Home & Kitchen,Supplier D,South,403.94,Social Media,Not Returned,Wrong Item,16-07-2026
ORD100928,Beauty,Supplier C,South,280.73,Organic,Not Returned,,17-07-2026
ORD100929,Electronics,Supplier B,South,264.88,Ads,Not Returned,Other,18-07-2026
ORD100930,Clothing,Supplier D,North,80.01,Social Media,Not Returned,Damaged,19-07-2026
ORD100931,Books,Supplier C,East,389.92,Social Media,Not Returned,,20-07-2026
ORD100932,Electronics,Supplier A,West,142.99,Social Media,Returned,,21-07-2026
ORD100933,Electronics,Supplier D,West,253.38,Ads,Returned,,22-07-2026
ORD100934,Home & Kitchen,Supplier B,North,149.29,Ads,Not Returned,,23-07-2026
ORD100935,Beauty,Supplier B,West,75.58,Organic,Returned,Wrong Item,24-07-2026
ORD100936,Books,Supplier B,West,318.48,Ads,Not Returned,,25-07-2026
ORD100937,Toys,Supplier A,West,36.62,Ads,Not Returned,,26-07-2026
ORD100938,Toys,Supplier D,West,376.84,Email,Not Returned,,27-07-2026
ORD100939,Clothing,Supplier D,East,165.62,Organic,Returned,,28-07-2026
ORD100940,Books,Supplier A,West,10.07,Social Media,Not Returned,,29-07-2026
ORD100941,Toys,Supplier D,South,260.45,Ads,Not Returned,Late Delivery,30-07-2026
ORD100942,Clothing,Supplier A,North,32.96,Social Media,Not Returned,,31-07-2026
ORD100943,Beauty,Supplier A,East,145.32,Social Media,Returned,Wrong Item,01-08-2026
ORD100944,Clothing,Supplier A,West,356.42,Email,Not Returned,,02-08-2026
ORD100945,Toys,Supplier B,East,40.72,Ads,Not Returned,,03-08-2026
ORD100946,Home & Kitchen,Supplier D,West,421.28,Organic,Not Returned,,04-08-2026
ORD100947,Home & Kitchen,Supplier A,South,11.87,Ads,Not Returned,,05-08-2026
ORD100948,Home & Kitchen,Supplier D,North,130.94,Social Media,Returned,,06-08-2026
ORD100949,Toys,Supplier B,West,373.04,Organic,Returned,,07-08-2026
ORD100950,Home & Kitchen,Supplier A,West,164.97,Ads,Not Returned,,08-08-2026
ORD100951,Books,Supplier C,West,59.93,Social Media,Not Returned,,09-08-2026
ORD100952,Beauty,Supplier B,West,186.51,Social Media,Not Returned,,10-08-2026
ORD100953,Clothing,Supplier C,North,142.49,Email,Not Returned,,11-08-2026
ORD100954,Clothing,Supplier D,North,422.93,Email,Returned,,12-08-2026
ORD100955,Toys,Supplier D,South,163.54,Email,Not Returned,,13-08-2026
ORD100956,Home & Kitchen,Supplier B,North,396.58,Social Media,Not Returned,,14-08-2026
ORD100957,Home & Kitchen,Supplier D,West,447.02,Ads,Not Returned,,15-08-2026
ORD100958,Electronics,Supplier C,South,222.57,Email,Not Returned,Late Delivery,16-08-2026
ORD100959,Beauty,Supplier A,South,455.87,Ads,Not Returned,,17-08-2026
ORD100960,Books,Supplier A,South,194.89,Email,Not Returned,,18-08-2026
ORD100961,Clothing,Supplier A,West,482.4,Organic,Not Returned,,19-08-2026
ORD100962,Electronics,Supplier B,East,53.75,Organic,Not Returned,,20-08-2026
ORD100963,Electronics,Supplier D,West,346.64,Email,Not Returned,Damaged,21-08-2026
ORD100964,Toys,Supplier C,North,251.97,Social Media,Not Returned,,22-08-2026
ORD100965,Clothing,Supplier D,North,199.95,Email,Returned,,23-08-2026
ORD100966,Toys,Supplier D,West,320.03,Email,Not Returned,,24-08-2026
ORD100967,Books,Supplier D,West,354.89,Social Media,Returned,,25-08-2026
ORD100968,Electronics,Supplier A,South,12.14,Organic,Not Returned,Wrong Item,26-08-2026
ORD100969,Electronics,Supplier C,West,91.81,Ads,Not Returned,Changed Mind,27-08-2026
ORD100970,Beauty,Supplier C,South,359.39,Email,Not Returned,,28-08-2026
ORD100971,Books,Supplier D,North,336.53,Social Media,Returned,,29-08-2026
ORD100972,Electronics,Supplier A,South,483.36,Email,Not Returned,,30-08-2026
ORD100973,Books,Supplier A,West,382.91,Social Media,Not Returned,Damaged,31-08-2026
ORD100974,Clothing,Supplier C,North,475.88,Ads,Not Returned,,01-09-2026
ORD100975,Home & Kitchen,Supplier A,East,354.24,Ads,Not Returned,,02-09-2026
ORD100976,Electronics,Supplier A,South,156.05,Organic,Not Returned,,03-09-2026
ORD100977,Beauty,Supplier A,North,61.63,Social Media,Returned,Wrong Item,04-09-2026
ORD100978,Clothing,Supplier B,South,393.09,Social Media,Returned,,05-09-2026
ORD100979,Books,Supplier D,North,325.63,Organic,Not Returned,,06-09-2026
ORD100980,Toys,Supplier C,North,33.61,Organic,Not Returned,,07-09-2026
ORD100981,Clothing,Supplier C,South,186.42,Social Media,Not Returned,,08-09-2026
ORD100982,Electronics,Supplier B,East,478.83,Organic,Returned,,09-09-2026
ORD100983,Books,Supplier D,North,255.2,Ads,Not Returned,,10-09-2026
ORD100984,Home & Kitchen,Supplier C,North,222.04,Email,Not Returned,,11-09-2026
ORD100985,Clothing,Supplier A,North,234.27,Ads,Not Returned,Other,12-09-2026
ORD100986,Electronics,Supplier C,East,112.35,Organic,Returned,,13-09-2026
ORD100987,Beauty,Supplier A,East,190.67,Social Media,Returned,Changed Mind,14-09-2026
ORD100988,Toys,Supplier B,West,191.21,Social Media,Not Returned,,15-09-2026
ORD100989,Books,Supplier A,South,35.65,Ads,Not Returned,,16-09-2026
ORD100990,Clothing,Supplier C,East,386.11,Social Media,Not Returned,,17-09-2026
ORD100991,Clothing,Supplier C,South,214.09,Organic,Returned,,18-09-2026
ORD100992,Home & Kitchen,Supplier C,West,412.87,Ads,Not Returned,Damaged,19-09-2026
ORD100993,Home & Kitchen,Supplier B,South,426.67,Social Media,Not Returned,,20-09-2026
ORD100994,Beauty,Supplier B,East,113.88,Email,Not Returned,,21-09-2026
ORD100995,Toys,Supplier D,South,332.1,Email,Not Returned,Changed Mind,22-09-2026
ORD100996,Beauty,Supplier C,East,241.42,Organic,Not Returned,,23-09-2026
ORD100997,Electronics,Supplier A,South,441.28,Social Media,Returned,Other,24-09-2026
ORD100998,Electronics,Supplier B,East,115.71,Organic,Not Returned,,25-09-2026
ORD100999,Beauty,Supplier C,East,342.13,Ads,Not Returned,,26-09-2026
ORDX200000,Clothing,Supplier B,East,616.42,Email,Returned,Better Price Elsewhere,17-04-2024
ORDX200001,Books,Supplier D,South,474.39,Organic,Not Returned,,20-03-2024
ORDX200002,Toys,Supplier D,South,329.8,Email,Returned,Damaged on Arrival,24-03-2024
ORDX200003,Electronics,Supplier D,West,619.27,Social Media,Returned,Incorrect Item,20-05-2024
ORDX200004,Books,Supplier A,East,218.21,Organic,Returned,Wrong Size,07-05-2024
ORDX200005,Books,Supplier C,East,357.4,Organic,Not Returned,,22-05-2024
ORDX200006,Clothing,Supplier D,West,75.89,Ads,Returned,Wrong Size,17-04-2024
ORDX200007,Toys,Supplier B,East,532.82,Social Media,Not Returned,,14-05-2024
ORDX200008,Electronics,Supplier C,North,707.06,Social Media,Not Returned,,14-05-2024
ORDX200009,Clothing,Supplier D,West,99.71,Organic,Not Returned,,29-06-2024
ORDX200010,Beauty,Supplier D,West,447.72,Ads,Returned,Incorrect Item,07-04-2024
ORDX200011,Toys,Supplier B,North,262.11,Email,Returned,Changed Mind,30-05-2024
ORDX200012,Toys,Supplier C,North,489.98,Email,Not Returned,,09-04-2024
ORDX200013,Toys,Supplier C,North,253.31,Social Media,Not Returned,,22-05-2024
ORDX200014,Beauty,Supplier A,West,488.93,Organic,Not Returned,,13-04-2024
ORDX200015,Clothing,Supplier A,East,17.88,Organic,Returned,Defective Item,07-03-2024
ORDX200016,Home & Kitchen,Supplier C,South,182.45,Social Media,Not Returned,,30-04-2024
ORDX200017,Home & Kitchen,Supplier D,South,438.61,Ads,Returned,Product Not as Described,03-05-2024
ORDX200018,Clothing,Supplier B,North,442.13,Organic,Not Returned,,05-04-2024
ORDX200019,Clothing,Supplier B,West,205.4,Social Media,Returned,Changed Mind,11-05-2024
ORDX200020,Books,Supplier A,West,68.47,Social Media,Not Returned,,23-06-2024
ORDX200021,Beauty,Supplier A,West,590.01,Email,Not Returned,,24-03-2024
ORDX200022,Books,Supplier C,West,649.79,Organic,Returned,Changed Mind,08-03-2024
ORDX200023,Clothing,Supplier D,North,23.57,Social Media,Not Returned,,16-05-2024
ORDX200024,Home & Kitchen,Supplier C,South,482.94,Ads,Not Returned,,23-04-2024
ORDX200025,Toys,Supplier B,East,372.8,Organic,Returned,Late Delivery,01-04-2024
ORDX200026,Beauty,Supplier C,South,49.87,Email,Not Returned,,18-04-2024
ORDX200027,Books,Supplier B,West,97.07,Email,Returned,Changed Mind,30-06-2024
ORDX200028,Clothing,Supplier C,North,329.98,Email,Returned,Other,25-03-2024
ORDX200029,Books,Supplier B,West,110.17,Ads,Returned,Changed Mind,03-04-2024
ORDX200030,Home & Kitchen,Supplier A,South,574.93,Email,Not Returned,,24-03-2024
ORDX200031,Toys,Supplier B,North,401.33,Ads,Not Returned,,23-06-2024
ORDX200032,Electronics,Supplier B,East,669.41,Social Media,Returned,Better Price Elsewhere,27-05-2024
ORDX200033,Books,Supplier A,North,748.3,Ads,Returned,Late Delivery,16-05-2024
ORDX200034,Home & Kitchen,Supplier A,West,733.06,Organic,Not Returned,,25-05-2024
ORDX200035,Toys,Supplier D,East,216.88,Organic,Returned,Late Delivery,27-04-2024
ORDX200036,Beauty,Supplier A,West,596.3,Social Media,Not Returned,,10-06-2024
ORDX200037,Clothing,Supplier C,South,173.94,Social Media,Returned,Wrong Size,08-06-2024
ORDX200038,Clothing,Supplier D,South,220.42,Email,Returned,Other,18-06-2024
ORDX200039,Clothing,Supplier B,South,28.61,Ads,Returned,Changed Mind,10-03-2024
ORDX200040,Home & Kitchen,Supplier D,East,670.64,Social Media,Returned,Other,06-06-2024
ORDX200041,Books,Supplier B,North,550.54,Social Media,Returned,Defective Item,01-05-2024
ORDX200042,Beauty,Supplier C,South,59.73,Ads,Returned,Late Delivery,26-06-2024
