OrderID,ProductCategory,Supplier,Region,OrderValue,MarketingChannel,ReturnStatus,ReturnReason,OrderDate,is_returned,return_probability
ORD100623,Electronics,Supplier C,East,172.36,Ads,Not Returned,,15-09-2025,0,0.400154655
ORD100624,Beauty,Supplier C,South,246.2,Organic,Returned,,16-09-2025,1,0.42182149
ORD100625,Beauty,Supplier D,South,106.09,Ads,Not Returned,,17-09-2025,0,0.42639406
ORD100626,Clothing,Supplier C,South,309.28,Organic,Returned,Other,18-09-2025,1,0.418346026
ORD100629,Clothing,Supplier C,East,263.12,Email,Not Returned,,21-09-2025,0,0.432619541
ORD100630,Beauty,Supplier A,East,12.7,Social Media,Returned,,22-09-2025,1,0.40999257
ORD100636,Books,Supplier A,South,403.27,Ads,Not Returned,Changed Mind,28-09-2025,0,0.436284074
ORD100637,Electronics,Supplier A,East,290.3,Email,Not Returned,Other,29-09-2025,0,0.435000857
ORD100640,Books,Supplier A,East,466.56,Email,Not Returned,,02-10-2025,0,0.450774517
ORD100641,Electronics,Supplier A,North,204.54,Email,Not Returned,,03-10-2025,0,0.401699013
ORD100642,Beauty,Supplier A,West,52.68,Email,Not Returned,Changed Mind,04-10-2025,0,0.445670918
ORD100645,Beauty,Supplier D,East,179.16,Email,Returned,,07-10-2025,1,0.441512566
ORD100647,Electronics,Supplier A,East,438.37,Email,Not Returned,,09-10-2025,0,0.445589216
ORD100648,Clothing,Supplier C,West,251.84,Ads,Returned,Other,10-10-2025,1,0.425050157
ORD100650,Clothing,Supplier C,North,496.48,Social Media,Not Returned,,12-10-2025,0,0.401049511
ORD100652,Beauty,Supplier A,North,144.62,Email,Not Returned,,14-10-2025,0,0.412865742
ORD100653,Beauty,Supplier D,West,203.34,Organic,Not Returned,,15-10-2025,0,0.428718615
ORD100660,Books,Supplier C,East,413.66,Ads,Returned,,22-10-2025,1,0.420185321
ORD100661,Electronics,Supplier A,West,477.98,Ads,Returned,Changed Mind,23-10-2025,1,0.441606402
ORD100662,Electronics,Supplier D,South,412.39,Social Media,Not Returned,,24-10-2025,0,0.430277517
ORD100663,Beauty,Supplier C,South,10.77,Email,Not Returned,Late Delivery,25-10-2025,0,0.431448922
ORD100664,Books,Supplier C,South,321.84,Organic,Not Returned,,26-10-2025,0,0.414786627
ORD100665,Books,Supplier A,South,35.06,Ads,Returned,,27-10-2025,1,0.410207862
ORD100669,Beauty,Supplier A,North,346.43,Social Media,Not Returned,Wrong Item,31-10-2025,0,0.406324509
ORD100673,Clothing,Supplier D,South,190.84,Email,Returned,,04-11-2025,1,0.443166406
ORD100678,Beauty,Supplier D,South,49.29,Organic,Not Returned,,09-11-2025,0,0.414716193
ORD100680,Clothing,Supplier A,West,471.45,Ads,Returned,Wrong Item,11-11-2025,1,0.448814054
ORD100683,Clothing,Supplier A,West,187.34,Ads,Not Returned,Late Delivery,14-11-2025,0,0.428516047
ORD100687,Electronics,Supplier D,West,457.51,Organic,Returned,,18-11-2025,1,0.431196207
ORD100688,Electronics,Supplier A,East,310.16,Organic,Not Returned,,19-11-2025,0,0.410139198
ORD100690,Beauty,Supplier A,West,364.75,Organic,Not Returned,,21-11-2025,0,0.441445832
ORD100691,Books,Supplier D,East,69.07,Email,Returned,Wrong Item,22-11-2025,1,0.421203789
ORD100692,Toys,Supplier C,South,452.2,Email,Not Returned,Late Delivery,23-11-2025,0,0.422300331
ORD100695,Electronics,Supplier A,West,79.65,Email,Not Returned,,26-11-2025,0,0.43192558
ORD100701,Clothing,Supplier D,East,31.43,Social Media,Not Returned,,02-12-2025,0,0.402254974
ORD100702,Books,Supplier C,East,70.27,Email,Not Returned,,03-12-2025,0,0.414492549
ORD100703,Beauty,Supplier A,West,283.73,Email,Not Returned,Damaged,04-12-2025,0,0.46228918
ORD100704,Beauty,Supplier C,East,178.15,Email,Not Returned,,05-12-2025,0,0.434563188
ORD100706,Beauty,Supplier A,West,329.62,Social Media,Not Returned,,07-12-2025,0,0.444374774
ORD100711,Beauty,Supplier C,East,144.94,Email,Not Returned,,12-12-2025,0,0.432196698
ORD100712,Books,Supplier A,East,160.09,Social Media,Returned,,13-12-2025,1,0.4080368
ORD100715,Books,Supplier C,North,401.21,Email,Returned,,16-12-2025,1,0.41061631
ORD100716,Electronics,Supplier D,South,412.99,Ads,Not Returned,Late Delivery,17-12-2025,0,0.432620265
ORD100717,Clothing,Supplier D,East,430.21,Social Media,Not Returned,,18-12-2025,0,0.430366042
ORD100718,Electronics,Supplier B,South,459.15,Email,Not Returned,,19-12-2025,0,0.40922338
ORD100719,Electronics,Supplier C,South,221.18,Ads,Returned,Damaged,20-12-2025,1,0.41222681
ORD100721,Electronics,Supplier A,West,295.28,Social Media,Not Returned,,22-12-2025,0,0.426281619
ORD100726,Electronics,Supplier C,East,193.53,Email,Not Returned,,27-12-2025,0,0.42008076
ORD100729,Clothing,Supplier C,West,79.87,Ads,Not Returned,Other,30-12-2025,0,0.412902633
ORD100731,Books,Supplier C,West,179.48,Ads,Not Returned,Late Delivery,01-01-2026,0,0.415478264
ORD100732,Books,Supplier A,West,85.69,Social Media,Returned,Other,02-01-2026,1,0.414577904
ORD100734,Clothing,Supplier C,West,326.45,Ads,Not Returned,Other,04-01-2026,0,0.430349616
ORD100735,Books,Supplier D,South,322.08,Organic,Not Returned,,05-01-2026,0,0.421601096
ORD100736,Books,Supplier C,South,176.9,Social Media,Not Returned,Other,06-01-2026,0,0.409941547
ORD100737,Clothing,Supplier D,South,45.14,Email,Not Returned,,07-01-2026,0,0.432759515
ORD100740,Clothing,Supplier B,West,341.79,Email,Not Returned,,10-01-2026,0,0.411579824
ORD100741,Books,Supplier C,South,306.83,Organic,Not Returned,Damaged,11-01-2026,0,0.413729727
ORD100743,Beauty,Supplier C,South,116.77,Ads,Not Returned,Changed Mind,13-01-2026,0,0.420330213
ORD100744,Electronics,Supplier D,East,494.14,Social Media,Not Returned,,14-01-2026,0,0.42729827
ORD100748,Electronics,Supplier D,South,247.94,Social Media,Returned,,18-01-2026,1,0.418620238
ORD100751,Beauty,Supplier D,East,482.37,Social Media,Not Returned,,21-01-2026,0,0.442098309
ORD100752,Books,Supplier A,East,198.26,Email,Not Returned,,22-01-2026,0,0.431582218
ORD100753,Beauty,Supplier D,East,29.11,Social Media,Not Returned,,23-01-2026,0,0.409948066
ORD100754,Books,Supplier A,West,25.17,Social Media,Not Returned,,24-01-2026,0,0.410322037
ORD100756,Beauty,Supplier A,South,88.41,Email,Not Returned,,26-01-2026,0,0.445090448
ORD100759,Beauty,Supplier A,West,234.68,Email,Not Returned,,29-01-2026,0,0.458752977
ORD100760,Toys,Supplier D,West,151.73,Email,Not Returned,Other,30-01-2026,0,0.410990366
ORD100761,Clothing,Supplier A,West,451.04,Social Media,Returned,,31-01-2026,1,0.445032396
ORD100763,Beauty,Supplier D,South,478.4,Organic,Not Returned,Wrong Item,02-02-2026,0,0.445225493
ORD100765,Clothing,Supplier B,South,445.32,Email,Returned,,04-02-2026,1,0.415781877
ORD100767,Toys,Supplier C,West,415.09,Email,Returned,,06-02-2026,1,0.422776
ORD100770,Beauty,Supplier B,South,480.96,Ads,Not Returned,,09-02-2026,0,0.407711083
ORD100771,Beauty,Supplier C,East,200.85,Ads,Not Returned,,10-02-2026,0,0.41753381
ORD100774,Electronics,Supplier A,East,275.29,Email,Returned,,13-02-2026,1,0.433930642
ORD100776,Electronics,Supplier D,South,281.32,Organic,Not Returned,,15-02-2026,0,0.41561069
ORD100778,Beauty,Supplier C,South,383.33,Organic,Returned,,17-02-2026,1,0.431555569
ORD100779,Clothing,Supplier C,West,418.49,Organic,Not Returned,,18-02-2026,0,0.429189831
ORD100785,Beauty,Supplier A,West,177.8,Ads,Returned,,24-02-2026,1,0.435829524
ORD100786,Electronics,Supplier A,South,142.42,Ads,Returned,,25-02-2026,1,0.414659004
ORD100788,Electronics,Supplier A,North,283.28,Email,Not Returned,,27-02-2026,0,0.407202647
ORD100790,Electronics,Supplier A,West,294.43,Social Media,Returned,,01-03-2026,1,0.426221296
ORD100791,Beauty,Supplier D,West,78.21,Organic,Not Returned,,02-03-2026,0,0.419849308
ORD100793,Books,Supplier D,North,316.85,Email,Not Returned,,04-03-2026,0,0.411453536
ORD100794,Electronics,Supplier C,South,249.56,Social Media,Returned,Damaged,05-03-2026,1,0.41195039
ORD100795,Beauty,Supplier A,East,206.87,Organic,Returned,,06-03-2026,1,0.418309845
ORD100799,Beauty,Supplier C,West,288.99,Ads,Not Returned,,10-03-2026,0,0.435677418
ORD100800,Beauty,Supplier C,East,314.12,Ads,Returned,,11-03-2026,1,0.425548614
ORD100801,Beauty,Supplier D,West,108.64,Social Media,Not Returned,Damaged,12-03-2026,0,0.427392697
ORD100802,Beauty,Supplier A,West,203.62,Social Media,Not Returned,,13-03-2026,0,0.435366382
ORD100803,Clothing,Supplier A,East,29.34,Email,Returned,,14-03-2026,1,0.424060466
ORD100806,Electronics,Supplier C,South,121.6,Ads,Not Returned,,17-03-2026,0,0.405243458
ORD100807,Beauty,Supplier A,East,482.37,Social Media,Not Returned,,18-03-2026,0,0.443318556
ORD100809,Electronics,Supplier D,South,363.85,Ads,Not Returned,,20-03-2026,0,0.429123492
ORD100816,Toys,Supplier A,East,145.13,Email,Not Returned,,27-03-2026,0,0.4000044
ORD100817,Electronics,Supplier D,West,439.77,Ads,Not Returned,Other,28-03-2026,0,0.437656377
ORD100818,Electronics,Supplier A,South,472.58,Organic,Returned,,29-03-2026,1,0.430362687
ORD100821,Clothing,Supplier C,North,490.68,Social Media,Not Returned,Late Delivery,01-04-2026,0,0.400645289
ORD100822,Clothing,Supplier A,North,246.87,Email,Returned,,02-04-2026,1,0.412162987
ORD100823,Clothing,Supplier C,South,433.14,Organic,Not Returned,,03-04-2026,0,0.427116782
ORD100824,Toys,Supplier A,West,298.48,Email,Not Returned,,04-04-2026,0,0.422543166
ORD100828,Clothing,Supplier D,West,383.28,Social Media,Not Returned,,08-04-2026,0,0.438963038
ORD100829,Books,Supplier C,East,199.4,Email,Returned,,09-04-2026,1,0.423614655
ORD100832,Books,Supplier A,South,292.87,Social Media,Not Returned,Other,12-04-2026,0,0.42612722
ORD100833,Beauty,Supplier A,North,434.13,Ads,Not Returned,,13-04-2026,0,0.414751978
ORD100838,Electronics,Supplier D,South,291.03,Social Media,Not Returned,,18-04-2026,0,0.421666513
ORD100839,Beauty,Supplier C,North,478.46,Organic,Returned,,19-04-2026,1,0.402317839
ORD100842,Clothing,Supplier C,East,428.44,Email,Not Returned,,22-04-2026,0,0.444431027
ORD100846,Books,Supplier A,East,40.6,Email,Returned,Other,26-04-2026,1,0.420395673
ORD100847,Clothing,Supplier C,South,442.9,Email,Not Returned,,27-04-2026,0,0.454348652
ORD100850,Clothing,Supplier C,East,317.03,Email,Not Returned,Wrong Item,30-04-2026,0,0.436463467
ORD100851,Clothing,Supplier D,North,463.93,Email,Not Returned,Damaged,01-05-2026,0,0.426293696
ORD100856,Books,Supplier A,West,349.34,Organic,Not Returned,,06-05-2026,0,0.427849755
ORD100857,Electronics,Supplier C,South,75.87,Email,Returned,,07-05-2026,1,0.420505484
ORD100858,Toys,Supplier A,East,156.7,Email,Not Returned,,08-05-2026,0,0.400810461
ORD100865,Beauty,Supplier A,North,498.93,Social Media,Not Returned,Changed Mind,15-05-2026,0,0.417042193
ORD100866,Beauty,Supplier A,South,341.64,Email,Not Returned,,16-05-2026,0,0.463305123
ORD100868,Clothing,Supplier C,West,154.36,Social Media,Returned,,18-05-2026,1,0.415872792
ORD100871,Electronics,Supplier A,West,418.73,Social Media,Not Returned,,21-05-2026,0,0.435065054
ORD100872,Books,Supplier A,East,372.83,Ads,Not Returned,,22-05-2026,0,0.425318769
ORD100874,Beauty,Supplier C,West,379.18,Ads,Not Returned,,24-05-2026,0,0.44212258
ORD100875,Clothing,Supplier C,North,386.77,Email,Not Returned,,25-05-2026,0,0.414032887
ORD100877,Beauty,Supplier A,South,385.4,Email,Not Returned,,27-05-2026,0,0.466464086
ORD100879,Beauty,Supplier D,East,310.67,Ads,Not Returned,,29-05-2026,0,0.432146464
ORD100885,Electronics,Supplier C,West,42.34,Ads,Returned,,04-06-2026,1,0.402767745
ORD100889,Books,Supplier A,West,474.37,Organic,Not Returned,Wrong Item,08-06-2026,0,0.436753695
ORD100895,Clothing,Supplier A,East,255.31,Social Media,Not Returned,,14-06-2026,0,0.419173926
ORD100896,Beauty,Supplier D,South,399.31,Organic,Not Returned,,15-06-2026,0,0.439564019
ORD100897,Clothing,Supplier A,West,356.47,Email,Returned,,16-06-2026,1,0.459440949
ORD100900,Beauty,Supplier A,East,207.41,Email,Not Returned,,19-06-2026,0,0.444755969
ORD100901,Beauty,Supplier D,South,154.69,Email,Returned,Wrong Item,20-06-2026,1,0.448621977
ORD100903,Books,Supplier A,South,147.69,Ads,Not Returned,,22-06-2026,0,0.418137817
ORD100905,Beauty,Supplier C,West,465.32,Organic,Not Returned,Changed Mind,24-06-2026,0,0.440533615
ORD100907,Beauty,Supplier D,South,453.99,Organic,Not Returned,,26-06-2026,0,0.443476572
ORD100909,Electronics,Supplier C,East,243.45,Email,Not Returned,Changed Mind,28-06-2026,0,0.423613782
ORD100910,Beauty,Supplier D,South,120.75,Email,Not Returned,,29-06-2026,0,0.446187001
ORD100911,Electronics,Supplier A,East,323.83,Social Media,Not Returned,,30-06-2026,0,0.416451308
ORD100912,Books,Supplier A,South,489.7,Email,Not Returned,,01-07-2026,0,0.461342188
ORD100913,Clothing,Supplier C,West,305.71,Ads,Not Returned,Damaged,02-07-2026,0,0.428874822
ORD100916,Electronics,Supplier D,West,70.23,Organic,Not Returned,Wrong Item,05-07-2026,0,0.403872472
ORD100918,Clothing,Supplier A,West,256.51,Email,Not Returned,,07-07-2026,0,0.452245895
ORD100922,Clothing,Supplier A,East,45.17,Social Media,Returned,,11-07-2026,1,0.40440476
ORD100923,Electronics,Supplier C,East,344.48,Email,Not Returned,Damaged,12-07-2026,0,0.430787637
ORD100926,Toys,Supplier D,West,413.04,Social Media,Not Returned,Changed Mind,15-07-2026,0,0.40862405
ORD100928,Beauty,Supplier C,South,280.73,Organic,Not Returned,,17-07-2026,0,0.424267172
ORD100931,Books,Supplier C,East,389.92,Social Media,Not Returned,,20-07-2026,0,0.416227805
ORD100932,Electronics,Supplier A,West,142.99,Social Media,Returned,,21-07-2026,1,0.415510525
ORD100933,Electronics,Supplier D,West,253.38,Ads,Returned,,22-07-2026,1,0.424392631
ORD100938,Toys,Supplier D,West,376.84,Email,Not Returned,,27-07-2026,0,0.426890549
ORD100939,Clothing,Supplier D,East,165.62,Organic,Returned,,28-07-2026,1,0.406319164
ORD100940,Books,Supplier A,West,10.07,Social Media,Not Returned,,29-07-2026,0,0.409262243
ORD100943,Beauty,Supplier A,East,145.32,Social Media,Returned,Wrong Item,01-08-2026,1,0.419333104
ORD100944,Clothing,Supplier A,West,356.42,Email,Not Returned,,02-08-2026,0,0.459437346
ORD100951,Books,Supplier C,West,59.93,Social Media,Not Returned,,09-08-2026,0,0.404817487
ORD100954,Clothing,Supplier D,North,422.93,Email,Returned,,12-08-2026,1,0.423386511
ORD100955,Toys,Supplier D,South,163.54,Email,Not Returned,,13-08-2026,0,0.40874306
ORD100958,Electronics,Supplier C,South,222.57,Email,Not Returned,Late Delivery,16-08-2026,0,0.430912676
ORD100959,Beauty,Supplier A,South,455.87,Ads,Not Returned,,17-08-2026,0,0.452609774
ORD100960,Books,Supplier A,South,194.89,Email,Not Returned,,18-08-2026,0,0.440165571
ORD100961,Clothing,Supplier A,West,482.4,Organic,Not Returned,,19-08-2026,0,0.441832753
ORD100963,Electronics,Supplier D,West,346.64,Email,Not Returned,Damaged,21-08-2026,0,0.449802584
ORD100965,Clothing,Supplier D,North,199.95,Email,Returned,,23-08-2026,1,0.407673283
ORD100966,Toys,Supplier D,West,320.03,Email,Not Returned,,24-08-2026,0,0.422862247
ORD100967,Books,Supplier D,West,354.89,Social Media,Returned,,25-08-2026,1,0.432440672
ORD100969,Electronics,Supplier C,West,91.81,Ads,Not Returned,Changed Mind,27-08-2026,0,0.406225666
ORD100970,Beauty,Supplier C,South,359.39,Email,Not Returned,,28-08-2026,0,0.456416521
ORD100972,Electronics,Supplier A,South,483.36,Email,Not Returned,,30-08-2026,0,0.457709656
ORD100973,Books,Supplier A,West,382.91,Social Media,Not Returned,Damaged,31-08-2026,0,0.435653011
ORD100974,Clothing,Supplier C,North,475.88,Ads,Not Returned,,01-09-2026,0,0.401866157
ORD100976,Electronics,Supplier A,South,156.05,Organic,Not Returned,,03-09-2026,0,0.408003724
ORD100981,Clothing,Supplier C,South,186.42,Social Media,Not Returned,,08-09-2026,0,0.415043474
ORD100987,Beauty,Supplier A,East,190.67,Social Media,Returned,Changed Mind,14-09-2026,1,0.42254081
ORD100989,Books,Supplier A,South,35.65,Ads,Not Returned,,16-09-2026,0,0.410249284
ORD100990,Clothing,Supplier C,East,386.11,Social Media,Not Returned,,17-09-2026,0,0.420409272
ORD100991,Clothing,Supplier C,South,214.09,Organic,Returned,,18-09-2026,1,0.411640054
ORD100995,Toys,Supplier D,South,332.1,Email,Not Returned,Changed Mind,22-09-2026,0,0.420614767
ORD100996,Beauty,Supplier C,East,241.42,Organic,Not Returned,,23-09-2026,0,0.412758376
ORD100997,Electronics,Supplier A,South,441.28,Social Media,Returned,Other,24-09-2026,1,0.43354806
ORD100999,Beauty,Supplier C,East,342.13,Ads,Not Returned,,26-09-2026,0,0.427536778
ORDX200000,Clothing,Supplier B,East,616.42,Email,Returned,Better Price Elsewhere,17-04-2024,1,0.41912916
ORDX200001,Books,Supplier D,South,474.39,Organic,Not Returned,,20-03-2024,0,0.432414694
ORDX200002,Toys,Supplier D,South,329.8,Email,Returned,Damaged on Arrival,24-03-2024,1,0.420452125
ORDX200003,Electronics,Supplier D,West,619.27,Social Media,Returned,Incorrect Item,20-05-2024,1,0.448194807
ORDX200004,Books,Supplier A,East,218.21,Organic,Returned,Wrong Size,07-05-2024,1,0.406781577
ORDX200005,Books,Supplier C,East,357.4,Organic,Not Returned,,22-05-2024,0,0.408594247
ORDX200006,Clothing,Supplier D,West,75.89,Ads,Returned,Wrong Size,17-04-2024,1,0.419410127
ORDX200008,Electronics,Supplier C,North,707.06,Social Media,Not Returned,,14-05-2024,0,0.408284142
ORDX200009,Clothing,Supplier D,West,99.71,Organic,Not Returned,,29-06-2024,0,0.413449273
ORDX200010,Beauty,Supplier D,West,447.72,Ads,Returned,Incorrect Item,07-04-2024,1,0.453949799
ORDX200014,Beauty,Supplier A,West,488.93,Organic,Not Returned,,13-04-2024,0,0.45034892
ORDX200020,Books,Supplier A,West,68.47,Social Media,Not Returned,,23-06-2024,0,0.413365637
ORDX200021,Beauty,Supplier A,West,590.01,Email,Not Returned,,24-03-2024,0,0.484441975
ORDX200022,Books,Supplier C,West,649.79,Organic,Returned,Changed Mind,08-03-2024,1,0.441191549
ORDX200026,Beauty,Supplier C,South,49.87,Email,Not Returned,,18-04-2024,0,0.434234306
ORDX200028,Clothing,Supplier C,North,329.98,Email,Returned,Other,25-03-2024,1,0.410040512
ORDX200030,Home & Kitchen,Supplier A,South,574.93,Email,Not Returned,,24-03-2024,0,0.408386499
ORDX200033,Books,Supplier A,North,748.3,Ads,Returned,Late Delivery,16-05-2024,1,0.424568004
ORDX200036,Beauty,Supplier A,West,596.3,Social Media,Not Returned,,10-06-2024,0,0.463555002
ORDX200037,Clothing,Supplier C,South,173.94,Social Media,Returned,Wrong Size,08-06-2024,1,0.414164505
ORDX200038,Clothing,Supplier D,South,220.42,Email,Returned,Other,18-06-2024,1,0.445285624
ORDX200042,Beauty,Supplier C,South,59.73,Ads,Returned,Late Delivery,26-06-2024,1,0.416302629
ORDX200045,Books,Supplier A,East,153.13,Organic,Not Returned,,03-04-2024,0,0.402232505
ORDX200046,Beauty,Supplier D,South,493.22,Organic,Not Returned,,15-03-2024,0,0.446287977
ORDX200047,Electronics,Supplier D,South,337.28,Organic,Returned,Other,22-06-2024,1,0.419560068
ORDX200048,Books,Supplier D,West,369.67,Social Media,Returned,Better Price Elsewhere,30-03-2024,1,0.433493636
ORDX200049,Toys,Supplier A,East,612.86,Social Media,Not Returned,,06-05-2024,0,0.412090444
ORDX200050,Beauty,Supplier C,South,253.53,Social Media,Not Returned,,29-04-2024,0,0.427732484
ORDX200051,Beauty,Supplier C,East,216.12,Email,Returned,Changed Mind,13-05-2024,1,0.437272522
ORDX200052,Electronics,Supplier D,North,622.47,Ads,Not Returned,,30-03-2024,0,0.411372332
ORDX200053,Clothing,Supplier C,North,692.41,Social Media,Not Returned,,16-03-2024,0,0.414780395
ORDX200055,Beauty,Supplier C,South,715.29,Email,Returned,Better Price Elsewhere,03-03-2024,1,0.482132518
ORDX200058,Beauty,Supplier B,West,270.46,Email,Not Returned,,11-03-2024,0,0.414458078
ORDX200061,Beauty,Supplier C,South,586.1,Organic,Not Returned,,14-06-2024,0,0.446044331
ORDX200064,Clothing,Supplier D,West,45.96,Email,Not Returned,,27-05-2024,0,0.435942717
ORDX200065,Clothing,Supplier B,West,548.45,Email,Not Returned,,10-04-2024,0,0.426176443
ORDX200066,Clothing,Supplier C,East,330.83,Email,Returned,Wrong Size,06-04-2024,1,0.437448692
ORDX200067,Books,Supplier C,West,424.58,Email,Not Returned,,09-05-2024,0,0.451650676
ORDX200068,Books,Supplier B,West,539.16,Email,Returned,Defective Item,25-06-2024,1,0.421052436
ORDX200069,Beauty,Supplier A,West,561.71,Ads,Returned,Late Delivery,10-06-2024,1,0.463390608
ORDX200071,Electronics,Supplier C,West,419.95,Email,Returned,Late Delivery,24-05-2024,1,0.448153699
ORDX200072,Electronics,Supplier C,South,255.88,Social Media,Returned,Damaged on Arrival,07-06-2024,1,0.412394737
ORDX200075,Beauty,Supplier C,East,312.03,Organic,Not Returned,,13-05-2024,0,0.417733647
ORDX200077,Books,Supplier A,East,586.41,Organic,Not Returned,,20-06-2024,0,0.432799101
ORDX200080,Electronics,Supplier D,South,23.35,Email,Returned,Defective Item,05-04-2024,1,0.423602803
ORDX200082,Beauty,Supplier C,West,407.92,Social Media,Not Returned,,20-04-2024,0,0.441866946
ORDX200084,Beauty,Supplier A,West,123.77,Email,Returned,Damaged on Arrival,22-04-2024,1,0.450772891
ORDX200088,Home & Kitchen,Supplier A,West,526.11,Email,Not Returned,,15-06-2024,0,0.408036551
ORDX200089,Beauty,Supplier D,West,576.6,Ads,Returned,Wrong Size,15-03-2024,1,0.463235183
ORDX200090,Clothing,Supplier B,South,453.76,Email,Not Returned,,21-04-2024,0,0.41637692
ORDX200091,Beauty,Supplier A,East,285.81,Organic,Not Returned,,12-06-2024,0,0.423893999
ORDX200092,Electronics,Supplier D,South,406.12,Social Media,Not Returned,,06-03-2024,0,0.429831553
ORDX200093,Beauty,Supplier D,East,525.07,Social Media,Not Returned,,17-05-2024,0,0.445156655
ORDX200095,Books,Supplier A,South,138.21,Ads,Returned,Better Price Elsewhere,29-04-2024,1,0.417468663
ORDX200096,Books,Supplier C,East,669.77,Email,Not Returned,,22-05-2024,0,0.45724031
ORDX200099,Beauty,Supplier C,West,607.27,Ads,Not Returned,,24-03-2024,0,0.458504754
ORDX200100,Books,Supplier A,East,136.99,Email,Returned,Defective Item,16-04-2024,1,0.427225938
ORDX200102,Electronics,Supplier C,West,643.81,Ads,Not Returned,,29-03-2024,0,0.445366997
ORDX200104,Clothing,Supplier D,North,642.55,Ads,Not Returned,,31-03-2024,0,0.420336608
ORDX200107,Books,Supplier A,North,741.38,Organic,Not Returned,,05-04-2024,0,0.416417333
ORDX200108,Books,Supplier D,West,547.93,Ads,Not Returned,,04-06-2024,0,0.44855612
ORDX200109,Electronics,Supplier C,East,236.95,Social Media,Returned,Incorrect Item,07-04-2024,1,0.402405035
ORDX200111,Books,Supplier C,East,513.65,Organic,Not Returned,,07-05-2024,0,0.419594504
ORDX200112,Electronics,Supplier A,West,131.67,Email,Not Returned,,30-06-2024,0,0.43563323
ORDX200115,Beauty,Supplier A,West,402.78,Social Media,Returned,Better Price Elsewhere,07-04-2024,1,0.449622582
ORDX200116,Books,Supplier D,West,220.55,Organic,Returned,Product Not as Described,16-03-2024,1,0.417523387
ORDX200117,Electronics,Supplier C,West,573.29,Organic,Not Returned,,23-04-2024,0,0.432584763
ORDX200118,Electronics,Supplier D,West,158.55,Email,Returned,Product Not as Described,20-04-2024,1,0.4363351
ORDX200121,Books,Supplier A,South,637.59,Ads,Not Returned,,04-05-2024,0,0.453073379
ORDX200122,Beauty,Supplier B,West,691.06,Email,Not Returned,,06-03-2024,0,0.444353019
ORDX200123,Clothing,Supplier C,South,288.74,Ads,Not Returned,,01-03-2024,0,0.424558923
ORDX200124,Electronics,Supplier A,South,745.26,Email,Returned,Changed Mind,19-04-2024,1,0.476625335
ORDX200125,Beauty,Supplier C,East,655.75,Ads,Returned,Damaged on Arrival,02-03-2024,1,0.449943215
ORDX200126,Electronics,Supplier C,South,506.78,Email,Not Returned,,13-04-2024,0,0.451241756
ORDX200134,Toys,Supplier A,South,631.41,Social Media,Not Returned,,03-03-2024,0,0.422123836
ORDX200135,Clothing,Supplier D,East,386.35,Social Media,Not Returned,,18-03-2024,0,0.427248675
ORDX200139,Books,Supplier A,South,427.48,Email,Returned,Damaged on Arrival,19-03-2024,1,0.456858583
ORDX200140,Books,Supplier D,West,613.45,Email,Not Returned,,27-04-2024,0,0.472214242
ORDX200141,Electronics,Supplier C,West,404.53,Social Media,Not Returned,,26-04-2024,0,0.425992666
ORDX200143,Books,Supplier D,East,163.87,Social Media,Returned,Better Price Elsewhere,17-04-2024,1,0.407107426
ORDX200144,Toys,Supplier A,South,434.74,Ads,Not Returned,,30-05-2024,0,0.410534728
ORDX200146,Clothing,Supplier A,South,88.82,Email,Returned,Damaged on Arrival,12-04-2024,1,0.437090174
ORDX200148,Books,Supplier D,East,680.55,Social Media,Returned,Late Delivery,19-05-2024,1,0.443738528
ORDX200149,Beauty,Supplier B,West,671.55,Social Media,Returned,Product Not as Described,16-05-2024,1,0.421946616
ORDX200150,Toys,Supplier A,East,683.23,Social Media,Not Returned,,29-06-2024,0,0.417046451
ORDX200151,Electronics,Supplier D,South,387.71,Ads,Returned,Changed Mind,23-05-2024,1,0.430820494
ORDX200152,Beauty,Supplier D,West,166.87,Email,Not Returned,,09-05-2024,0,0.452645525
ORDX200156,Toys,Supplier D,East,529.14,Ads,Not Returned,,29-06-2024,0,0.407286536
ORDX200159,Beauty,Supplier D,South,616.5,Organic,Returned,Damaged on Arrival,18-06-2024,1,0.455144366
ORDX200161,Beauty,Supplier B,South,404.25,Ads,Not Returned,,07-04-2024,0,0.402346883
ORDX200162,Books,Supplier A,East,125.22,Ads,Not Returned,,29-04-2024,0,0.407857501
ORDX200163,Books,Supplier A,North,705.09,Social Media,Not Returned,,29-03-2024,0,0.419222916
ORDX200164,Toys,Supplier D,South,560.04,Organic,Not Returned,,13-04-2024,0,0.410528229
ORDX200166,Beauty,Supplier D,West,396.85,Social Media,Returned,Better Price Elsewhere,04-05-2024,1,0.447973379
ORDX200167,Books,Supplier A,South,510.98,Social Media,Returned,Changed Mind,12-06-2024,1,0.441672418
ORDX200168,Books,Supplier A,West,459.13,Email,Not Returned,,05-04-2024,0,0.4622984
ORDX200169,Clothing,Supplier D,South,70.61,Organic,Not Returned,,22-03-2024,0,0.408326712
ORDX200170,Beauty,Supplier D,North,646.36,Organic,Returned,Defective Item,30-04-2024,1,0.420881441
ORDX200171,Toys,Supplier D,South,197.45,Email,Not Returned,,20-05-2024,0,0.411123281
ORDX200173,Beauty,Supplier B,South,554.74,Ads,Returned,Other,31-05-2024,1,0.412891243
